DOCR_RespParam,DOCL_RespParam,BurialFactor_R,BurialFactor_L
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.00123290868503141,0.0076648665128539,1,1
0.00192274992766987,0.003,0.403802291501461,0.999999999965495
0.00174976347457139,0.003,1,1
0.00162616186630311,0.00300008907095624,0.99999899258208,0.999986883579398
0.000923070190456669,0.298788452254043,0.991433701589971,0.0042977152002134
0.000864594490388131,0.299360427646239,0.989761732125326,0.984719374444199
0.00178286831664259,0.00300260520513381,0.990481204498009,0.999388746139694
0.00108117955371228,0.00953120655171614,1,1
0.000989956967440531,0.299992784313913,0.999989617001961,0.999993211261773
0.00119525136007494,0.00700405982634189,0.999999875458483,1
0.00299962579848114,0.00300020445919143,0.999615261376035,0.641231715004774
0.00152836459645463,0.00767464428273607,1,0.637747100038706
0.00299999996358783,0.003,0.999994555805378,0.635928916709961
0.00121154143685094,0.00874151518090558,1,0.853256797753668
0.00167898536960805,0.00300108300851022,0.997000212865005,0.999639162916299
0.00121211557453059,0.00604230302285253,1,1
0.00140405166033619,0.00624547783669891,1,0.915798085737866
0.00173232362438926,0.003,1,0.972412302648068
0.00299896466457964,0.00300077201275037,0.999425707856648,0.650571155464371
0.00178707907238223,0.00300000374032286,1,0.999498874026703
0.000976154726016367,0.3,1,1
0.00119366787295383,0.0078725587926117,1,0.873592440202179
0.00123405538152949,0.00648115067412646,1,0.957938604819811
0.00132906560353978,0.0171627440466339,1,0
0.00126699222253274,0.00672171328750751,1,1
0.00174621983423068,0.0030000119461071,0.99999114006658,0.999998477001246
